,movie_title,imdb_score,genres,director_name,plot_keywords,actors,movie_imdb_link,movie_titles
3053,Last Action Hero ,6.2,Action|Adventure|Comedy|Fantasy,JohnMcTiernan,action hero|hero|magic|ticket|video store,F.MurrayAbraham|TomNoonan|JoanPlowright,http://www.imdb.com/title/tt0107362/?ref_=fn_tt_tt_1,Last Action Hero
3054,Case 39 ,6.2,Horror|Mystery|Thriller,ChristianAlvart,death|fear|hairy chest|social worker|spinning in chair,BradleyCooper|CallumRennie|VanesaTomasino,http://www.imdb.com/title/tt0795351/?ref_=fn_tt_tt_1,Case 39
3055,Idle Hands ,6.2,Comedy|Fantasy|Horror|Thriller,RodmanFlender,breasts|female frontal nudity|nude woman murdered|slow motion scene|trailer home,VivicaA.Fox|FredWillard|EldenHenson,http://www.imdb.com/title/tt0138510/?ref_=fn_tt_tt_1,Idle Hands
3056,Entrapment ,6.2,Action|Crime|Romance|Thriller,JonAmiel,art thief|insurance|mask|master thief|reference to iron maiden,WillPatton|KevinMcNally|MauryChaykin,http://www.imdb.com/title/tt0137494/?ref_=fn_tt_tt_1,Entrapment
3057,Casino Jack ,6.2,Biography|Comedy|Crime|Drama,GeorgeHickenlooper,corruption|lobbyist|murder|washington d.c.|washington d.c. lobbyist,KevinSpacey|EricSchweig|ChristianCampbell,http://www.imdb.com/title/tt1194417/?ref_=fn_tt_tt_1,Casino Jack
3058,Mrs. Winterbourne ,6.2,Comedy|Drama|Romance,RichardBenjamin,love|train|train wreck|twin brother|two word title,BrendanFraser|JaneKrakowski|CathryndePrume,http://www.imdb.com/title/tt0117104/?ref_=fn_tt_tt_1,Mrs. Winterbourne
3059,Freedom ,6.2,Drama|Family|Music,PeterCousens,19th century|christian film|hymn|religion|slave,SharonLeal|DavidRasche|BartShatto,http://www.imdb.com/title/tt2584018/?ref_=fn_tt_tt_1,Freedom
3060,Krampus ,6.2,Comedy|Fantasy|Horror,MichaelDougherty,christmas|german|holiday|krampus|santa claus,AdamScott|ConchataFerrell|AllisonTolman,http://www.imdb.com/title/tt3850590/?ref_=fn_tt_tt_1,Krampus
3061,Killing Them Softly ,6.2,Crime|Thriller,AndrewDominik,exploding car|hit by a car|poker game|punched in the face|shot to death,BradPitt|SamShepard|BenMendelsohn,http://www.imdb.com/title/tt1764234/?ref_=fn_tt_tt_1,Killing Them Softly
3062,Open Season ,6.2,Adventure|Animation|Comedy|Family,RogerAllers,bear|deer|forest|grizzly bear|hunter,JonFavreau|DebraMessing|JaneKrakowski,http://www.imdb.com/title/tt0400717/?ref_=fn_tt_tt_1,Open Season
3063,The Statement ,6.2,Drama|Thriller,NormanJewison,eiffel tower|nazi|police|ritual|stew,CharlotteRampling|ColinSalmon|JohnNeville,http://www.imdb.com/title/tt0340376/?ref_=fn_tt_tt_1,The Statement
3064,Beyond the Valley of the Dolls ,6.2,Comedy|Drama|Music,RussMeyer,band|drugs|friendship|hollywood|satire,CharlesNapier|CynthiaMyers|HarrisonPage,http://www.imdb.com/title/tt0065466/?ref_=fn_tt_tt_1,Beyond the Valley of the Dolls
3065,Tower Heist ,6.2,Action|Comedy|Crime,BrettRatner,apartment|fbi|fraud|heist|manager,MatthewBroderick|GaboureySidibe|JuddHirsch,http://www.imdb.com/title/tt0471042/?ref_=fn_tt_tt_1,Tower Heist
3066,Love Me Tender ,6.2,Drama|Romance|Western,RobertD.Webb,army|civil war|robbery|soldier|train,JamesDrury|NevilleBrand|DebraPaget,http://www.imdb.com/title/tt0049452/?ref_=fn_tt_tt_1,Love Me Tender
3067,The Rocker ,6.2,Comedy|Music,PeterCattaneo,20 years later|drummer|hdtv|rock band|rock star,EmmaStone|BradleyCooper|JoshGad,http://www.imdb.com/title/tt1031969/?ref_=fn_tt_tt_1,The Rocker
3068,Idlewild ,6.2,Crime|Drama|Musical|Romance,BryanBarber,gangster|playing piano|song and dance|speakeasy|written and directed by cast member,CicelyTyson|FaizonLove|Bobb'eJ.Thompson,http://www.imdb.com/title/tt0417225/?ref_=fn_tt_tt_1,Idlewild
3069,The Sisterhood of the Traveling Pants 2 ,6.2,Comedy|Drama|Family|Romance,SanaaHamri,actor|drawing|friendship|pregnancy|turkey,AmericaFerrera|BlytheDanner|MichaelRady,http://www.imdb.com/title/tt1018785/?ref_=fn_tt_tt_1,The Sisterhood of the Traveling Pants 2
3070,Saw III ,6.2,Horror|Mystery,DarrenLynnBousman,brutality|female full frontal nudity|female nudity|torture|trap,CostasMandylor|ShawneeSmith|LeighWhannell,http://www.imdb.com/title/tt0489270/?ref_=fn_tt_tt_1,Saw III
3071,RoboCop ,6.2,Action|Crime|Sci-Fi|Thriller,JoséPadilha,law enforcement|police|robocop|robot|technology,GaryOldman|AbbieCornish|JenniferEhle,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,RoboCop
3072,3 Days to Kill ,6.2,Action|Drama|Thriller,McG,cancer|estranged wife|leather dress|spy|terrorist,ConnieNielsen|RichardSammel|TómasLemarquis,http://www.imdb.com/title/tt2172934/?ref_=fn_tt_tt_1,3 Days to Kill
3073,Proof of Life ,6.2,Action|Drama|Thriller,TaylorHackford,jungle|pipeline|prisoner|ransom|south america,PamelaReed|AlunArmstrong|MichaelKitchen,http://www.imdb.com/title/tt0228750/?ref_=fn_tt_tt_1,Proof of Life
3074,The Perez Family ,6.2,Comedy|Drama|Romance,MiraNair,immigration|love|political prisoner|reference to john wayne|title directed by female,AnjelicaHuston|ChazzPalminteri|VincentGallo,http://www.imdb.com/title/tt0114113/?ref_=fn_tt_tt_1,The Perez Family
3075,Ong-bak 2 ,6.2,Action,TonyJaa,cult film|elephant|jungle|martial arts|stylized violence,NirutSirichanya|PetchtaiWongkamlao|SarunyuWongkrachang,http://www.imdb.com/title/tt0785035/?ref_=fn_tt_tt_1,Ong-bak 2
3076,O ,6.2,Drama|Romance|Thriller,TimBlakeNelson,basketball|basketball player|boarding school|love|shakespeare's othello,MekhiPhifer|AndrewKeegan|JohnHeard,http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1,O
3077,Muppets from Space ,6.2,Adventure|Comedy|Family|Fantasy|Music|Sci-Fi,TimHill,alien|breakfast|escape|rat|ufo,JoshCharles|F.MurrayAbraham|DavidArquette,http://www.imdb.com/title/tt0158811/?ref_=fn_tt_tt_1,Muppets from Space
3078,Certifiably Jonathan ,6.2,Comedy|Documentary,JamesDavidPasternak,las vegas nevada|museum|reference to mr. rogers|reference to vincent van gogh|talking about suicide,RobinWilliams|SarahSilverman|JonathanWinters,http://www.imdb.com/title/tt0976025/?ref_=fn_tt_tt_1,Certifiably Jonathan
3079,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",6.2,Comedy|Family,MiguelArteta,bad day|based on book|birthday|job interview|long title,BellaThorne|SteveCarell|JenniferGarner,http://www.imdb.com/title/tt1698641/?ref_=fn_tt_tt_1,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
3080,Machine Gun McCain ,6.2,Crime|Drama|Thriller,GiulianoMontaldo,casino|gang violence|robbery|suicide|violence,JohnCassavetes|GenaRowlands|BrittEkland,http://www.imdb.com/title/tt0065895/?ref_=fn_tt_tt_1,Machine Gun McCain
3081,Finishing the Game: The Search for a New Bruce Lee ,6.2,Comedy,JustinLin,bruce lee|jeet kune do|karate|satire|spoof,MoniqueGabrielaCurnen|JakeSandvig|JoeMcQueen,http://www.imdb.com/title/tt0843850/?ref_=fn_tt_tt_1,Finishing the Game: The Search for a New Bruce Lee
3082,Darling Lili ,6.2,Comedy|Drama|Musical|Romance|War,BlakeEdwards,crepe suzette|french|mata hari spoof|song|spy,RockHudson|VernonDobtcheff|JeremyKemp,http://www.imdb.com/title/tt0065611/?ref_=fn_tt_tt_1,Darling Lili
3083,The Craft ,6.2,Drama|Fantasy|Horror|Thriller,AndrewFleming,coven|occult|outcast|spell|witch,ChristineTaylor|RachelTrue|BrendaStrong,http://www.imdb.com/title/tt0115963/?ref_=fn_tt_tt_1,The Craft
3084,Airborne ,6.2,Adventure|Comedy|Sport,RobBowman,cincinnati ohio|high school|hockey|jock strap|zoologist,AlannaUbach|JacobVargas|BrittneyPowell,http://www.imdb.com/title/tt0106233/?ref_=fn_tt_tt_1,Airborne
3085,The Missing Person ,6.2,Drama,NoahBuschel,cellphone|detective|missing person|private detective|train,MerrittWever|AmyRyan|PaulAdelstein,http://www.imdb.com/title/tt1105512/?ref_=fn_tt_tt_1,The Missing Person
3086,The Hebrew Hammer ,6.2,Comedy,JonathanKesselman,blaxploitation|hanukkah|jewish|kwanzaa|santa claus,JudyGreer|AdamGoldberg|TonyCox,http://www.imdb.com/title/tt0317640/?ref_=fn_tt_tt_1,The Hebrew Hammer
3087,Austin Powers in Goldmember ,6.2,Action|Comedy|Crime,JayRoach,fem bot|prison|seductive fembot|spy|time travel,VerneTroyer|JoshZuckerman|RobertWagner,http://www.imdb.com/title/tt0295178/?ref_=fn_tt_tt_1,Austin Powers in Goldmember
3088,Flicka ,6.2,Adventure|Drama|Family,MichaelMayer,father son relationship|horse|horse ranch|ranch|wild mustang,AlisonLohman|DannyPino|TimMcGraw,http://www.imdb.com/title/tt0434215/?ref_=fn_tt_tt_1,Flicka
3089,Mad Max Beyond Thunderdome ,6.2,Action|Adventure|Sci-Fi|Thriller,GeorgeMiller,arena|desert|fight|mad max|post apocalypse,TinaTurner|BruceSpence|AngeloRossitto,http://www.imdb.com/title/tt0089530/?ref_=fn_tt_tt_1,Mad Max Beyond Thunderdome
3090,Jimmy and Judy ,6.2,Crime|Drama|Thriller,RandallRubin,police|revenge|sex|suburb|video camera,NicoleRandallJohnson|A.J.Buckley|JamesEckhouse,http://www.imdb.com/title/tt0425151/?ref_=fn_tt_tt_1,Jimmy and Judy
3091,The Campaign ,6.2,Comedy,JayRoach,campaigning|congressman|north carolina|title at the end|u.s. congressman,WillFerrell|ThomasMiddleditch|KatherineLaNasa,http://www.imdb.com/title/tt1790886/?ref_=fn_tt_tt_1,The Campaign
3092,Wolf ,6.2,Drama|Horror|Romance|Thriller,MikeNichols,blood|publisher|publishing house|werewolf|wolf,DavidHydePierce|PeterGerety|RonRifkin,http://www.imdb.com/title/tt0111742/?ref_=fn_tt_tt_1,Wolf
3093,How High ,6.2,Comedy|Fantasy,JesseDylan,college|drugs|harvard|pot|smoke,HectorElizondo|FredWillard|T.J.Thyne,http://www.imdb.com/title/tt0278488/?ref_=fn_tt_tt_1,How High
3094,Orgazmo ,6.2,Comedy|Sci-Fi,TreyParker,book of mormon|fight|mormon|ray gun|sidekick,TreyParker|DianBachar|MattStone,http://www.imdb.com/title/tt0124819/?ref_=fn_tt_tt_1,Orgazmo
3095,The Fifth Estate ,6.2,Biography|Drama|Thriller,BillCondon,computer hacker|internet|news leak|whistleblowing|wikileaks,BenedictCumberbatch|PeterCapaldi|JamieBlackley,http://www.imdb.com/title/tt1837703/?ref_=fn_tt_tt_1,The Fifth Estate
3096,Final Destination 2 ,6.2,Horror|Thriller,DavidR.Ellis,car accident|death|freak accident|hospital|premonition,SarahCarter|MichaelLandes|KeeganConnorTracy,http://www.imdb.com/title/tt0309593/?ref_=fn_tt_tt_1,Final Destination 2
3097,Ride Along ,6.2,Action|Comedy|Crime|Romance,TimStory,gunfight|outrunning explosion|police|security guard|street shootout,BruceMcGill|TikaSumpter|BryanCallen,http://www.imdb.com/title/tt1408253/?ref_=fn_tt_tt_1,Ride Along
3098,The Saint ,6.2,Action|Adventure|Romance|Sci-Fi|Thriller,PhillipNoyce,cold fusion|disguise|energy|fusion|the saint,AlunArmstrong|MichaelByrne|VeliborTopic,http://www.imdb.com/title/tt0120053/?ref_=fn_tt_tt_1,The Saint
3099,Vanity Fair ,6.2,Drama,MiraNair,aristocrat|english|painter|painting|singer,RomolaGarai|RogerLloydPack|LilleteDubey,http://www.imdb.com/title/tt0241025/?ref_=fn_tt_tt_1,Vanity Fair
3100,The Game Plan ,6.2,Comedy|Family|Sport,AndyFickman,family relationships|football movie|publicist|sports team|tween girl,DwayneJohnson|KyraSedgwick|MadisonPettis,http://www.imdb.com/title/tt0492956/?ref_=fn_tt_tt_1,The Game Plan
3101,No Strings Attached ,6.2,Comedy|Romance,IvanReitman,ex girlfriend|funeral|hospital|male objectification|summer camp,NataliePortman|GretaGerwig|MindyKaling,http://www.imdb.com/title/tt1411238/?ref_=fn_tt_tt_1,No Strings Attached
3102,Osmosis Jones ,6.2,Action|Adventure|Animation|Comedy|Crime|Family|Fantasy,BobbyFarrelly,blood|body|egg|virus|white blood cell,RonHoward|BrandyNorwood|DavidHydePierce,http://www.imdb.com/title/tt0181739/?ref_=fn_tt_tt_1,Osmosis Jones
3103,Mama ,6.2,Fantasy|Horror,AndrésMuschietti,aunt|children|death of sister|forest|hiding in a closet,JavierBotet|MeganCharpentier|IsabelleNélisse,http://www.imdb.com/title/tt2023587/?ref_=fn_tt_tt_1,Mama
3104,Fiza ,6.2,Drama|Romance,KhalidMohamed,mumbai riots|politician|riot|suicide|tragic event,KarismaKapoor|ManojBajpayee|JayaBhaduri,http://www.imdb.com/title/tt0248012/?ref_=fn_tt_tt_1,Fiza
3105,Chéri ,6.2,Comedy|Drama|Romance,StephenFrears,age difference|courtesan|mansion|marriage|prostitute,TomBurke|IbenHjejle|GayeBrown,http://www.imdb.com/title/tt1179258/?ref_=fn_tt_tt_1,Chéri
3106,Vessel ,6.2,Horror|Sci-Fi|Short|Thriller,ClarkBaker,alien|flight attendant|monster|pilot|tentacle,TaylorPigeon|AlanPietruszewski|WhitSpurgeon,http://www.imdb.com/title/tt2164708/?ref_=fn_tt_tt_1,Vessel
3107,Flight of the Phoenix ,6.1,Action|Adventure|Drama|Thriller,JohnMoore,captain|desert|rescue|stranded|survivor,DennisQuaid|TonyCurran|MirandaOtto,http://www.imdb.com/title/tt0377062/?ref_=fn_tt_tt_1,Flight of the Phoenix
3108,Undisputed ,6.1,Action|Crime|Drama|Sport,WalterHill,boxing|fight|heavyweight champion|iceman|prison,FisherStevens|WesStudi|JonSeda,http://www.imdb.com/title/tt0281322/?ref_=fn_tt_tt_1,Undisputed
3109,The Sweeney ,6.1,Action|Crime|Drama,NickLove,bank|criminal|detective|flying squad|policewoman,HayleyAtwell|RayWinstone|AlanFord,http://www.imdb.com/title/tt0857190/?ref_=fn_tt_tt_1,The Sweeney
3110,Friday the 13th Part 2 ,6.1,Horror|Mystery|Thriller,SteveMiner,ice pick|jason voorhees|lake|pitchfork|shack,BetsyPalmer|AdrienneKing|AmySteel,http://www.imdb.com/title/tt0082418/?ref_=fn_tt_tt_1,Friday the 13th Part 2
3111,Heist ,6.1,Action|Crime|Thriller,ScottMann,bus|die hard scenario,RobertDeNiro|JoshuaMikel|D.B.Sweeney,http://www.imdb.com/title/tt3276924/?ref_=fn_tt_tt_1,Heist
3112,Beneath the Planet of the Apes ,6.1,Action|Adventure|Sci-Fi,TedPost,ape|astronaut|mission|planet|rescue,LindaHarrison|GregorySierra|VictorBuono,http://www.imdb.com/title/tt0065462/?ref_=fn_tt_tt_1,Beneath the Planet of the Apes
3113,The Kid ,6.1,Comedy|Family|Fantasy,JonTurteltaub,altering history|cartoon on tv|childhood|image consultant|one two combo,BruceWillis|LilyTomlin|DanielvonBargen,http://www.imdb.com/title/tt0219854/?ref_=fn_tt_tt_1,The Kid
3114,The Sorcerer's Apprentice ,6.1,Action|Adventure|Family|Fantasy,JonTurteltaub,chosen one|enchanted object|love|spell|training,NicolasCage|OmarBensonMiller|RobertCapron,http://www.imdb.com/title/tt0963966/?ref_=fn_tt_tt_1,The Sorcerer's Apprentice
3115,The I Inside ,6.1,Mystery|Sci-Fi|Thriller,RolandSusoRichter,2000s|hospital|man in a wheelchair|year 2000|year 2002,StephenGraham|SarahPolley|StephenRea,http://www.imdb.com/title/tt0325596/?ref_=fn_tt_tt_1,The I Inside
3116,Jumper ,6.1,Action|Adventure|Sci-Fi|Thriller,DougLiman,bank|based on novel|ice|teleportation|vault,KristenStewart|HaydenChristensen|TomHulce,http://www.imdb.com/title/tt0489099/?ref_=fn_tt_tt_1,Jumper
3117,The Tailor of Panama ,6.1,Drama|Thriller,JohnBoorman,canal|panama|president|spy|tailor,DanielRadcliffe|JamieLeeCurtis|MarkMargolis,http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1,The Tailor of Panama
3118,Our Brand Is Crisis ,6.1,Comedy|Drama,DavidGordonGreen,bolivia|box office flop|inspired by documentary|presidential campaign|year 2002,DominicFlores|ZoeKazan|ScootMcNairy,http://www.imdb.com/title/tt1018765/?ref_=fn_tt_tt_1,Our Brand Is Crisis
3119,Sucker Punch ,6.1,Action|Fantasy,ZackSnyder,alternate reality|escape|girl gang|prostitution|samurai,JonHamm|AbbieCornish|ScottGlenn,http://www.imdb.com/title/tt0978764/?ref_=fn_tt_tt_1,Sucker Punch
3120,Three to Tango ,6.1,Comedy|Romance,DamonSantostefano,architect|award|farce|love|misunderstanding,MatthewPerry|OliverPlatt|DavidRamsey,http://www.imdb.com/title/tt0144640/?ref_=fn_tt_tt_1,Three to Tango
3121,Sweet Home Alabama ,6.1,Comedy|Romance,AndyTennant,alabama|divorce|divorce papers|husband wife relationship|new york city,EthanEmbry|MaryLynnRajskub|CourtneyGains,http://www.imdb.com/title/tt0256415/?ref_=fn_tt_tt_1,Sweet Home Alabama
3122,Benji ,6.1,Adventure|Family|Romance,JoeCamp,animal abuse|cat|dog|dog movie|tween girl,FrancesBavier|PeterBreck|EdgarBuchanan,http://www.imdb.com/title/tt0071206/?ref_=fn_tt_tt_1,Benji
3123,Two Evil Eyes ,6.1,Horror,DarioArgento,black cat|cat|evil|photographer|undead,JohnAmos|AdrienneBarbeau|SallyKirkland,http://www.imdb.com/title/tt0100827/?ref_=fn_tt_tt_1,Two Evil Eyes
3124,Captain Alatriste: The Spanish Musketeer ,6.1,Adventure|Drama|History|Romance|Thriller|War,AgustínDíazYanes,desire|fighting|king|spain|trap,ViggoMortensen|ElenaAnaya|EduardoNoriega,http://www.imdb.com/title/tt0395119/?ref_=fn_tt_tt_1,Captain Alatriste: The Spanish Musketeer
3125,The Midnight Meat Train ,6.1,Fantasy|Horror|Mystery,RyûheiKitamura,butcher|girlfriend|mute character|photographer|subway,BradleyCooper|BrookeShields|LeslieBibb,http://www.imdb.com/title/tt0805570/?ref_=fn_tt_tt_1,The Midnight Meat Train
3126,Die Another Day ,6.1,Action|Adventure|Thriller,LeeTamahori,catfight|clinic|colonel|diamond|patricide,TobyStephens|ColinSalmon|RickYune,http://www.imdb.com/title/tt0246460/?ref_=fn_tt_tt_1,Die Another Day
3127,The Devil's Own ,6.1,Action|Crime|Drama|Thriller,AlanJ.Pakula,friendship|murder|northern ireland|police officer|terrorist,HarrisonFord|BradPitt|NataschaMcElhone,http://www.imdb.com/title/tt0118972/?ref_=fn_tt_tt_1,The Devil's Own
3128,Men in Black II ,6.1,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,BarrySonnenfeld,alien|lingerie|lingerie model|m.i.b.|pug,WillSmith|RosarioDawson|RipTorn,http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1,Men in Black II
3129,Blood and Wine ,6.1,Crime|Drama|Thriller,BobRafelson,diamond|necklace|safecracker|wine|wine dealer,HaroldPerrineau|MikeStarr|JudyDavis,http://www.imdb.com/title/tt0115710/?ref_=fn_tt_tt_1,Blood and Wine
3130,The Huntsman: Winter's War ,6.1,Action|Adventure|Drama|Fantasy,CedricNicolas-Troyan,based on fairy tale|dark fantasy|fairy tale|second part|sequel,ChrisHemsworth|SamClaflin|CharlizeTheron,http://www.imdb.com/title/tt2381991/?ref_=fn_tt_tt_1,The Huntsman: Winter's War
3131,Birthday Girl ,6.1,Comedy|Crime|Thriller,JezButterworth,bank|bank clerk|birthday|mail order bride|russian,MarkGatiss|MathieuKassovitz|BenChaplin,http://www.imdb.com/title/tt0188453/?ref_=fn_tt_tt_1,Birthday Girl
3132,Lakeview Terrace ,6.1,Crime|Drama|Thriller,NeilLaBute,interracial couple|lapd|male nudity|neighbor|nudity,JayHernandez|JustinChambers|RobertPine,http://www.imdb.com/title/tt0947802/?ref_=fn_tt_tt_1,Lakeview Terrace
3133,Waterworld ,6.1,Action|Adventure|Sci-Fi|Thriller,KevinReynolds,future|sail|sea|smoker|water,JeanneTripplehorn|RickAviles|ZakesMokae,http://www.imdb.com/title/tt0114898/?ref_=fn_tt_tt_1,Waterworld
3134,Snow White and the Huntsman ,6.1,Action|Adventure|Drama|Fantasy,RupertSanders,evil queen|fairy tale|magic|queen|snow white,ChrisHemsworth|KristenStewart|SamClaflin,http://www.imdb.com/title/tt1735898/?ref_=fn_tt_tt_1,Snow White and the Huntsman
3135,Dick Tracy ,6.1,Action|Comedy|Crime|Music|Romance|Thriller,WarrenBeatty,crime boss|detective|dick tracy|gangster|orphan,CharlieKorsmo|WarrenBeatty|SeymourCassel,http://www.imdb.com/title/tt0099422/?ref_=fn_tt_tt_1,Dick Tracy
3136,30 Minutes or Less ,6.1,Action|Comedy|Crime,RubenFleischer,bank heist|bank robbery|heist gone wrong|pizza delivery boy|unlikely criminal,BiancaKajlich|DilshadVadsaria|FredWard,http://www.imdb.com/title/tt1622547/?ref_=fn_tt_tt_1,30 Minutes or Less
3137,Speed Racer ,6.1,Action|Family|Sport,LanaWachowski,based on anime|based on cartoon|gadget car|racer|speed,ScottPorter|KickGurry|NicholasElia,http://www.imdb.com/title/tt0811080/?ref_=fn_tt_tt_1,Speed Racer
3138,Futuro Beach ,6.1,Drama,KarimAïnouz,gay|male frontal nudity|male nudity|male rear nudity|nudity,WagnerMoura|ClemensSchick|JesuítaBarbosa,http://www.imdb.com/title/tt2199543/?ref_=fn_tt_tt_1,Futuro Beach
3139,15 Minutes ,6.1,Action|Crime|Drama|Thriller,JohnHerzfeld,criminal|detective|fire|homicide|media,RobertDeNiro|CharlizeTheron|KelseyGrammer,http://www.imdb.com/title/tt0179626/?ref_=fn_tt_tt_1,15 Minutes
3140,Mission: Impossible II ,6.1,Action|Adventure|Thriller,JohnWoo,cure|mission|terrorist|thief|virus,TomCruise|DougrayScott|RichardRoxburgh,http://www.imdb.com/title/tt0120755/?ref_=fn_tt_tt_1,Mission: Impossible II
3141,The Bodyguard ,6.1,Action|Drama|Music|Romance,MickJackson,bodyguard|manager|pop singer|secret service agent|singer,BillCobbs|MikeStarr|DeVaughnNixon,http://www.imdb.com/title/tt0103855/?ref_=fn_tt_tt_1,The Bodyguard
3142,Road Hard ,6.1,Comedy,AdamCarolla,girl in panties|panties|red panties|stand up comedy,JayMohr|JimO'Heir|DavidAlanGrier,http://www.imdb.com/title/tt3110770/?ref_=fn_tt_tt_1,Road Hard
3143,Hansel & Gretel: Witch Hunters ,6.1,Action|Fantasy|Horror,TommyWirkola,bounty hunter|brother sister team|death of loved one|hansel and gretel|supernatural power,JeremyRenner|DerekMears|IngridBolsøBerdal,http://www.imdb.com/title/tt1428538/?ref_=fn_tt_tt_1,Hansel & Gretel: Witch Hunters
3144,Exodus: Gods and Kings ,6.1,Action|Adventure|Drama,RidleyScott,egypt|exodus|moses|pharaoh|plague,ChristianBale|MaríaValverde|BenMendelsohn,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,Exodus: Gods and Kings
3145,The Betrayed ,6.1,Crime|Drama|Mystery|Thriller,AmandaGusack,blood splatter|ski mask|stolen money|vomiting|warehouse,AliceKrige|ChristianCampbell|BlaineAnderson,http://www.imdb.com/title/tt1074191/?ref_=fn_tt_tt_1,The Betrayed
3146,Knockaround Guys ,6.1,Crime|Drama|Thriller,BrianKoppelman,mob|mobster|money|montana|sheriff,VinDiesel|TomNoonan|KevinGage,http://www.imdb.com/title/tt0211465/?ref_=fn_tt_tt_1,Knockaround Guys
3147,Parental Guidance ,6.1,Comedy|Family,AndyFickman,chores|father figure|helicopter parents|in laws|punishment,BaileeMadison|GeddeWatanabe|TomEverettScott,http://www.imdb.com/title/tt1047540/?ref_=fn_tt_tt_1,Parental Guidance
3148,That Awkward Moment ,6.1,Comedy|Romance,TomGormican,dating|divorce|father daughter relationship|mother daughter relationship|party,MackenzieDavis|LolaGlaudini|JoshPais,http://www.imdb.com/title/tt1800246/?ref_=fn_tt_tt_1,That Awkward Moment
3149,A Man Apart ,6.1,Action|Crime|Drama|Thriller,F.GaryGray,bust|dea|drug cartel|justice|tragic hero,VinDiesel|JeffKober|LarenzTate,http://www.imdb.com/title/tt0266465/?ref_=fn_tt_tt_1,A Man Apart
3150,Exodus: Gods and Kings ,6.1,Action|Adventure|Drama,RidleyScott,egypt|exodus|moses|pharaoh|plague,ChristianBale|MaríaValverde|BenMendelsohn,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,Exodus: Gods and Kings
3151,Vampires ,6.1,Action|Horror|Thriller,JohnCarpenter,cross|relic|team|vampire|vampire hunter,SherylLee|Cary-HiroyukiTagawa|MaximilianSchell,http://www.imdb.com/title/tt0120877/?ref_=fn_tt_tt_1,Vampires
3152,Daddy's Home ,6.1,Comedy|Family,SeanAnders,biological father|dad|drinking|product placement|wilhelm scream,WillFerrell|LindaCardellini|MarkL.Young,http://www.imdb.com/title/tt1528854/?ref_=fn_tt_tt_1,Daddy's Home
3153,Money Talks ,6.1,Action|Comedy|Crime|Thriller,BrettRatner,blood splatter|fistfight|murder|police|prison bus,HeatherLocklear|PaulSorvino|FaizonLove,http://www.imdb.com/title/tt0119695/?ref_=fn_tt_tt_1,Money Talks
3154,Chasing Liberty ,6.1,Comedy|Romance,AndyCadiff,first daughter|photographer|prague|president|secret service agent,AnnabellaSciorra|StarkSands|TerenceMaynard,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,Chasing Liberty
3155,Heist ,6.1,Action|Crime|Thriller,ScottMann,bus|die hard scenario,RobertDeNiro|JoshuaMikel|D.B.Sweeney,http://www.imdb.com/title/tt3276924/?ref_=fn_tt_tt_1,Heist
3156,She's the One ,6.1,Comedy|Drama|Romance,EdwardBurns,claim in title|infidelity|irish american|love|sex,JohnMahoney|FrankVincent|MichaelMcGlone,http://www.imdb.com/title/tt0117628/?ref_=fn_tt_tt_1,She's the One
3157,Nanny McPhee Returns ,6.1,Comedy|Family|Fantasy,SusannaWhite,farm|magic|mother daughter relationship|overalls|title directed by female,DanielMays|BillBailey|ErosVlahos,http://www.imdb.com/title/tt1415283/?ref_=fn_tt_tt_1,Nanny McPhee Returns
3158,Freaky Friday ,6.1,Comedy|Family|Fantasy|Music|Romance,MarkWaters,body swap|camera shot of feet|foot closeup|reference to keith richards|reference to the rolling stones,JamieLeeCurtis|JulieGonzalo|WillieGarson,http://www.imdb.com/title/tt0322330/?ref_=fn_tt_tt_1,Freaky Friday
3159,Romeo Must Die ,6.1,Action|Crime|Thriller,AndrzejBartkowiak,death|hong kong|kung fu|prison|waterfront,JetLi|DelroyLindo|Aaliyah,http://www.imdb.com/title/tt0165929/?ref_=fn_tt_tt_1,Romeo Must Die
3160,Cat People ,6.1,Fantasy|Horror|Thriller,PaulSchrader,cat|cat people|leopard|love|slip the undergarment,EdBegleyJr.|RubyDee|JohnHeard,http://www.imdb.com/title/tt0083722/?ref_=fn_tt_tt_1,Cat People
3161,How to Be Single ,6.1,Comedy|Romance,ChristianDitter,motor scooter|new york city|newborn baby|scooter|single,AlisonBrie|DamonWayansJr.|NicholasBraun,http://www.imdb.com/title/tt1292566/?ref_=fn_tt_tt_1,How to Be Single
3162,Anywhere But Here ,6.1,Comedy|Drama,WayneWang,family relationships|female protagonist|nubile woman|policeman|teenager,NataliePortman|EvaAmurriMartino|ShawnHatosy,http://www.imdb.com/title/tt0149691/?ref_=fn_tt_tt_1,Anywhere But Here
